proc_filesystems (5) - supported filesystems
lvm.conf (5)         - Configuration file for LVM2
lwp-download (1p)    - Fetch large files from the web
LWP::MediaTypes (3pm) - guess media type for a file or a URL
lzcat (1)            - Compress or decompress .xz and .lzma files
lzcmp (1)            - compare compressed files
lzdiff (1)           - compare compressed files
lzegrep (1)          - search compressed files for a regular expression
lzfgrep (1)          - search compressed files for a regular expression
lzgrep (1)           - search compressed files for a regular expression
lzless (1)           - view xz or lzma compressed (text) files
lzma (1)             - Compress or decompress .xz and .lzma files
lzmainfo (1)         - show information stored in the .lzma file header
lzmore (1)           - view xz or lzma compressed (text) files
machine-id (5)       - Local machine ID configuration file
machine-info (5)     - Local machine information file
magic (5)            - file command's magic pattern file
Mail::Cap (3pm)      - understand mailcap files
mailto.conf (5)      - configuration file for cups email notifier
make_strings (1)     - tool to build lists of localizable strings from Objective-C files
manpath (5)          - format of the /etc/manpath.config file
memfd_create (2)     - create an anonymous file
memfd_secret (2)     - create an anonymous RAM-based file to access secret memory regions
memusage (1)         - profile memory usage of a program
mib2c.conf (5)       - How to write mib2c.conf files to do ANYTHING based on MIB input.
mime.convs (5)       - mime type conversion file for cups (deprecated)
mime.types (5)       - mime type description file for cups
mimeopen (1p)        - Open files by mimetype
mimetype (1p)        - Determine file type
mk_modmap (8)        - translate a Linux keytable file into an xmodmap file
mkdosfs (8)          - create an MS-DOS FAT filesystem
mke2fs (8)           - create an ext2/ext3/ext4 file system
mke2fs.conf (5)      - Configuration file for mke2fs
mkfifo (3)           - make a FIFO special file (a named pipe)
mkfifoat (3)         - make a FIFO special file (a named pipe)
mkfontdir (1)        - create an index of X font files in a directory
mkfontscale (1)      - create an index of scalable font files for X
mkfs (8)             - build a Linux filesystem
mkfs.bfs (8)         - make an SCO bfs filesystem
mkfs.btrfs (8)       - create a btrfs filesystem
mkfs.cramfs (8)      - make compressed ROM file system
mkfs.ext2 (8)        - create an ext2/ext3/ext4 file system
mkfs.ext3 (8)        - create an ext2/ext3/ext4 file system
mkfs.ext4 (8)        - create an ext2/ext3/ext4 file system
mkfs.fat (8)         - create an MS-DOS FAT filesystem
mkfs.minix (8)       - make a Minix filesystem
mkfs.msdos (8)       - create an MS-DOS FAT filesystem
mkfs.ntfs (8)        - create an NTFS file system
mkfs.reiserfs (8)    - The create tool for the Linux ReiserFS filesystem.
mkfs.vfat (8)        - create an MS-DOS FAT filesystem
mkfs.xfs (8)         - construct an XFS filesystem
mkisofs (1)          - create ISO9660/Joliet/HFS filesystem with optional Rock Ridge attributes
mklost+found (8)     - create a lost+found directory on a mounted Linux second extended file system
mknod (1)            - make block or character special files
mknod (2)            - create a special or ordinary file
mknodat (2)          - create a special or ordinary file
mkntfs (8)           - create an NTFS file system
mkostemp (3)         - create a unique temporary file
mkostemps (3)        - create a unique temporary file
mkreiserfs (8)       - The create tool for the Linux ReiserFS filesystem.
mksquashfs (1)       - tool to create and append to squashfs filesystems
mkstemp (3)          - create a unique temporary file
mkstemps (3)         - create a unique temporary file
mktemp (1)           - create a temporary file or directory
mktemp (3)           - make a unique temporary filename
mkzftree (1)         - Create a zisofs/RockRidge compressed file tree
mmap (2)             - map or unmap files or devices into memory
mmap2 (2)            - map files or devices into memory
mmap64 (3)           - map or unmap files or devices into memory
mode_t (3type)       - file attributes
more (1)             - display the contents of a file in a terminal
mount (2)            - mount filesystem
mount (8)            - mount a filesystem
mount.fuse (8)       - configuration and mount options for FUSE file systems
mount.fuse3 (8)      - configuration and mount options for FUSE file systems
mountpoint (1)       - see if a directory or file is a mountpoint
msync (2)            - synchronize a file with a memory map
munmap (2)           - map or unmap files or devices into memory
mutagen-pony (1)     - scan a collection of MP3 files
mv (1)               - move (rename) files
name_to_handle_at (2) - obtain handle for a pathname and open file via a handle
namespace.conf (5)   - the namespace configuration file
nanorc (5)           - GNU nano's configuration file
Net::SSLeay::Handle (3pm) - Perl module that lets SSL (HTTPS) sockets be handled as standard file handles.
netplan-apply (8)    - apply configuration from Netplan YAML files to a running system
netplan-generate (8) - generate back-end configuration from Netplan YAML files
netplan-set (8)      - write Netplan YAML configuration snippets to file
networkd.conf (5)    - Global Network configuration files
networkd.conf.d (5)  - Global Network configuration files
NetworkManager.conf (5) - NetworkManager configuration file
newfstatat (2)       - get file status
nfsslower-bpfcc (8)  - Trace slow NFS file operations, with per-event details.
nftw (3)             - file tree walk
nl (1)               - number lines of files
nm (1)               - list symbols from object files
nm-settings (5)      - Description of settings and properties of NetworkManager connection profiles for nmcli
nm-settings-dbus (5) - Description of settings and properties of NetworkManager connection profiles on the D-Bus API
nm-settings-keyfile (5) - Description of keyfile settings plugin
nm-settings-nmcli (5) - Description of settings and properties of NetworkManager connection profiles for nmcli
nm-system-settings.conf (5) - NetworkManager configuration file
nss (5)              - Name Service Switch configuration file
nsswitch.conf (5)    - Name Service Switch configuration file
ntfscat (8)          - print NTFS files and streams on the standard output
ntfscluster (8)      - identify files in a specified region of an NTFS volume.
ntfscmp (8)          - compare two NTFS filesystems and tell the differences
ntfscp (8)           - copy file to an NTFS volume.
ntfsdecrypt (8)      - decrypt or update NTFS files encrypted according to EFS
ntfsfallocate (8)    - preallocate space to a file on an NTFS volume
ntfsinfo (8)         - dump a file's attributes
ntfslabel (8)        - display/change the label on an ntfs file system
ntfsls (8)           - list directory contents on an NTFS filesystem
ntfsresize (8)       - resize an NTFS filesystem without data loss
ntfstruncate (8)     - truncate a file on an NTFS volume
ntfsundelete (8)     - recover a deleted file from an NTFS volume.
ntfsusermap (8)      - NTFS Building a User Mapping File
obexctl (1)          - A command-line interface of BlueZ for OBEX (file transfer)
objcopy (1)          - copy and translate object files
objdump (1)          - display information from object files
od (1)               - dump files in octal and other formats
off64_t (3type)      - file sizes
off_t (3type)        - file sizes
oldfstat (2)         - get file status
oldlstat (2)         - get file status
oldstat (2)          - get file status
open (1)             - opens a file or URL in the user's preferred application
open (2)             - open and possibly create a file
open_by_handle_at (2) - obtain handle for a pathname and open file via a handle
openat (2)           - open and possibly create a file
openat2 (2)          - open and possibly create a file (extended)
openssl-pkcs12 (1ssl) - PKCS#12 file command
openssl-rehash (1ssl) - Create symbolic links to files named by the hash values
openssl-srp (1ssl)   - maintain SRP password file
org.bluez.GattProfile (5) - BlueZ D-Bus GattProfile API documentation
org.bluez.obex.FileTransfer (5) - BlueZ D-Bus OBEX FileTransfer API documentation
org.bluez.Profile (5) - BlueZ D-Bus Profile API documentation
org.bluez.ProfileManager (5) - BlueZ D-Bus ProfileManager API documentation
osirrox (1)          - creates, loads, manipulates and writes ISO 9660 filesystem images with Rock Ridge extensions.
ossl_store-file (7ssl) - The store 'file' scheme loader
p7zip (1)            - Wrapper on 7-Zip file archiver with high compression ratio
pam-auth-update (8)  - manage PAM configuration using packaged profiles
pam.conf (5)         - PAM configuration files
pam.d (5)            - PAM configuration files
pam_env.conf (5)     - the environment variables config files
pam_issue (8)        - PAM module to add issue file to user prompt
pam_listfile (8)     - deny or allow services based on an arbitrary file
pam_motd (8)         - Display the motd file
pam_umask (8)        - PAM module to set the file mode creation mask
par2 (1)             - PAR 2.0 compatible file verification and repair tool.
par2create (1)       - PAR 2.0 compatible file verification and repair tool.
par2repair (1)       - PAR 2.0 compatible file verification and repair tool.
par2verify (1)       - PAR 2.0 compatible file verification and repair tool.
passwd (5)           - the password file
paste (1)            - merge lines of files
patch (1)            - apply a diff file to an original
path_resolution (7)  - how a pathname is resolved to a file
pathchk (1)          - check whether file names are valid or portable
pathconf (3)         - get configuration values for files
pbget (1)            - compress and encode arbitrary files to pastebin.com
pbput (1)            - compress and encode arbitrary files to pastebin.com
pbputs (1)           - compress and encode arbitrary files to pastebin.com
pcap-savefile (5)    - libpcap savefile format
pdfattach (1)        - Portable Document Format (PDF) document embedded file creator (version 3.03)
pdfdetach (1)        - Portable Document Format (PDF) document embedded file extractor (version 3.03)
pdftohtml (1)        - program to convert PDF files into HTML, XML and PNG images
peekfd (1)           - peek at file descriptors of running processes
perf-archive (1)     - Create archive with object files with build-ids found in perf.data file
perf-buildid-list (1) - List the buildids in a perf.data file
perf-config (1)      - Get and set variables in a configuration file.
perf-data (1)        - Data file related processing
perf-diff (1)        - Read perf.data files and display the differential profile
perf-dlfilter (1)    - Filter sample events using a dynamically loaded shared object file
perf-evlist (1)      - List the event names in a perf.data file
perf-mem (1)         - Profile memory accesses
perf-record (1)      - Run a command and record its profile into perf.data
perf-report (1)      - Read perf.data (created by perf record) and display the profile
pf2afm (1)           - Make an AFM file from Postscript (PFB/PFA/PFM) font files using ghostscript
pidfd_getfd (2)      - obtain a duplicate of another process's file descriptor
pidfd_open (2)       - obtain a file descriptor that refers to a process
pidfd_send_signal (2) - send a signal to a process specified by a file descriptor
pivot_root (8)       - change the root filesystem
pl2pm (1)            - Rough tool to translate Perl4 .pl files to Perl5 .pm modules.
plocate (1)          - find files by name, quickly
pod2html (1)         - convert .pod files to .html files
pod2usage (1)        - print usage messages from embedded pod docs in files
podchecker (1)       - check the syntax of POD format documentation files
poll (2)             - wait for some event on a file descriptor
poolset (5)          - persistent memory pool configuration file format
posix_fadvise (2)    - predeclare an access pattern for file data
posix_fallocate (3)  - allocate file space
powerprofilesctl (1) - Command line utility to control Power Profiles Daemon
ppdcfile (5)         - cups ppd compiler source file format (deprecated)
ppdi (1)             - import ppd files (deprecated)
ppdmerge (1)         - merge ppd files (deprecated)
ppoll (2)            - wait for some event on a file descriptor
pppdump (8)          - convert PPP record file to readable format
pr (1)               - convert text files for printing
pread (2)            - read from or write to a file descriptor at a given offset
pread64 (2)          - read from or write to a file descriptor at a given offset
preconv (1)          - prepare files for typesetting with groff
preparetips5 (1)     - extract text from tips file
printer-profile (1)  - Profile using X-Rite ColorMunki and Argyll CMS
printers.conf (5)    - printer configuration file for cups
proc (5)             - process information, system information, and sysctl pseudo-filesystem
proc_fs (5)          - mounted filesystems
proc_locks (5)       - current file locks and leases
proc_mounts (5)      - mounted filesystems
proc_pid_fd (5)      - file descriptors
proc_pid_fdinfo (5)  - information about file descriptors
proc_pid_mounts (5)  - mounted filesystems
proc_sys (5)         - system information, and sysctl pseudo-filesystem
proc_sys_fs (5)      - kernel variables related to filesystems
procfs (5)           - process information, system information, and sysctl pseudo-filesystem
procps (3)           - API to access system level information in the /proc filesystem
procps_misc (3)      - API for miscellaneous information in the /proc filesystem
procps_pids (3)      - API to access process information in the /proc filesystem
profil (3)           - execution time profile
profile-bpfcc (8)    - Profile CPU usage by sampling stack traces. Uses Linux eBPF/bcc.
projid (5)           - the project name mapping file
protocols (5)        - protocols definition file
pstore.conf (5)      - PStore configuration file
pstore.conf.d (5)    - PStore configuration file
ptargrep (1)         - Apply pattern matching to the contents of files in a tar archive
ptx (1)              - produce a permuted index of file contents
putgrent (3)         - write a group database entry to a file
putpwent (3)         - write a password file entry
putspent (3)         - get shadow password file entry
pututline (3)        - access utmp file entries
pututxline (3)       - access utmp file entries
putwc (3)            - write a wide character to a FILE stream
pw-profiler (1)      - The PipeWire profiler
pwck (8)             - verify the integrity of password files
pwhistory.conf (5)   - pam_pwhistory configuration file
pwrite (2)           - read from or write to a file descriptor at a given offset
pwrite64 (2)         - read from or write to a file descriptor at a given offset
py3clean (1)         - removes .pyc and .pyo files
py3compile (1)       - byte compile Python 3 source files
pygmentize (1)       - highlights the input file
qt-faststart (1)     - utility for Quicktime files
read (2)             - read from a file descriptor
readahead (2)        - initiate file readahead into page cache
readelf (1)          - display information about ELF files
readlink (1)         - print resolved symbolic links or canonical file names
readprofile (8)      - read kernel profiling information
reiserfsck (8)       - The checking tool for the ReiserFS filesystem.
reiserfstune (8)     - The tunning tool for the ReiserFS filesystem.
remap_file_pages (2) - create a nonlinear file mapping
remove (3)           - remove a file or directory
rename (2)           - change the name or location of a file
rename.ul (1)        - rename files
renameat (2)         - change the name or location of a file
renameat2 (2)        - change the name or location of a file
repart.d (5)         - Partition Definition Files for Automatic Boot-Time Repartitioning
request-key.conf (5) - Instantiation handler configuration file
resize2fs (8)        - ext2/ext3/ext4 file system resizer
resize_reiserfs (8)  - resizer tool for the ReiserFS filesystem
resolv.conf (5)      - resolver configuration file
resolved.conf (5)    - Network Name Resolution configuration files
resolved.conf.d (5)  - Network Name Resolution configuration files
resolver (5)         - resolver configuration file
rm (1)               - remove files or directories
rsync (1)            - a fast, versatile, remote (and local) file-copying tool
rsyncd.conf (5)      - configuration file for rsync in daemon mode
rsyslog.conf (5)     - rsyslogd(8) configuration file
sa1 (8)              - Collect and store binary data in the system activity daily data file.
sa2 (8)              - Create a report from the current standard system activity daily data file.
samba (7)            - A Windows AD and SMB/CIFS fileserver for UNIX
sane-find-scanner (1) - find SCSI and USB scanners and their device files
savelog (8)          - save a log file
scanf (3)            - input FILE format conversion
scp (1)              - OpenSSH secure file copy
sdiff (1)            - side-by-side merge of file differences
semanage.conf (5)    - global configuration file for the SELinux Management library
sendfile (2)         - transfer data between file descriptors
sendfile64 (2)       - transfer data between file descriptors
sepermit.conf (5)    - configuration file for the pam_sepermit module
setcap (8)           - set file capabilities
setfacl (1)          - set file access control lists
setfsgid (2)         - set group identity used for filesystem checks
setfsgid32 (2)       - set group identity used for filesystem checks
setfsuid (2)         - set user identity used for filesystem checks
setfsuid32 (2)       - set user identity used for filesystem checks
setgrent (3)         - get group file entry
setmntent (3)        - get filesystem descriptor file entry
setpwent (3)         - get password file entry
setspent (3)         - get shadow password file entry
setttyent (3)        - get ttys file entry
setup (2)            - setup devices and filesystems, mount root filesystem
setutent (3)         - access utmp file entries
setutxent (3)        - access utmp file entries
sfparse (1)          - string file parse
sftp (1)             - OpenSSH secure file transfer
sgetspent (3)        - get shadow password file entry
sgetspent_r (3)      - get shadow password file entry
shadow (5)           - shadowed password file
shred (1)            - overwrite a file to hide its contents, and optionally delete it
signalfd (2)         - create a file descriptor for accepting signals
signalfd4 (2)        - create a file descriptor for accepting signals
size (1)             - list section sizes and total size of binary files
sleep.conf.d (5)     - Suspend and hibernation configuration file
smartd.conf (5)      - SMART Disk Monitoring Daemon Configuration File
smb.conf (5)         - The configuration file for the Samba suite
smbcacls (1)         - Set or get ACLs on an NT file or directory names
smbget (1)           - wget-like utility for download files over SMB
smbpasswd (5)        - The Samba encrypted password file
smbspool (8)         - send a print file to an SMB printer
snmp.conf (5)        - configuration files for the Net-SNMP applications
snmp_config (5)      - handling of Net-SNMP configuration files
soelim (1)           - recursively interpolate source requests in roff or other text files
sort (1)             - sort lines of text files
spa-acp-tool (1)     - The PipeWire ALSA profile debugging utility
split (1)            - split a file into pieces
spufs (7)            - SPU filesystem
sqfscat (1)          - tool to cat files from a squashfs filesystem to stdout
sqfstar (1)          - tool to create a squashfs filesystem from a tar archive
ssh-import-id (1)    - retrieve one or more public keys from a public keyserver and append them to the current user's authorized_keys file (or some other specified file)
ssh-import-id-gh (1) - retrieve one or more public keys from a public keyserver and append them to the current user's authorized_keys file (or some other specified file)
ssh-import-id-lp (1) - retrieve one or more public keys from a public keyserver and append them to the current user's authorized_keys file (or some other specified file)
ssh_config (5)       - OpenSSH client configuration file
sshd_config (5)      - OpenSSH daemon configuration file
sshfs (1)            - filesystem client based on SSH
stat (1)             - display file or file system status
stat (2)             - get file status
stat (3type)         - file status
stat64 (2)           - get file status
statfs (2)           - get filesystem statistics
statfs64 (2)         - get filesystem statistics
statvfs (3)          - get filesystem statistics
statx (2)            - get file status (extended)
stdio_ext (3)        - interfaces to stdio FILE structure
streamzip (1)        - create a zip file from stdin
strings (1)          - print the sequences of printable characters in files
strip (1)            - discard symbols and other data from object files
subscriptions.conf (5) - subscription configuration file for cups
suffixes (7)         - list of file suffixes
sum (1)              - checksum and count the blocks in a file
swapoff (2)          - start/stop swapping to file/device
swapoff (8)          - enable/disable devices and files for paging and swapping
swapon (2)           - start/stop swapping to file/device
swapon (8)           - enable/disable devices and files for paging and swapping
switch_root (8)      - switch to another filesystem as the root of the mount tree
swtpm-localca.conf (8) - Configuration file for swtpm_localca
swtpm-localca.options (8) - Options file for swtpm_localca
swtpm_setup.conf (8) - Configuration file for swtpm_setup
symlink (2)          - make a new name for a file
symlinkat (2)        - make a new name for a file
sync (2)             - commit filesystem caches to disk
sync_file_range (2)  - sync a file segment with disk
sync_file_range2 (2) - sync a file segment with disk
syncfs (2)           - commit filesystem caches to disk
sysctl.conf (5)      - sysctl preload/configuration file
sysfs (2)            - get filesystem type information
sysfs (5)            - a filesystem for exporting kernel objects
sysstat (5)          - sysstat configuration file.
system.conf.d (5)    - System and session service manager configuration files
systemd-delta (1)    - Find overridden configuration files
systemd-fsck (8)     - File system checker logic
systemd-fsck-root.service (8) - File system checker logic
systemd-fsck-usr.service (8) - File system checker logic
systemd-fsck@.service (8) - File system checker logic
systemd-fsckd (8)    - File system check progress reporting
systemd-fsckd.service (8) - File system check progress reporting
systemd-fsckd.socket (8) - File system check progress reporting
systemd-growfs (8)   - Creating and growing file systems on demand
systemd-growfs-root.service (8) - Creating and growing file systems on demand
systemd-growfs@.service (8) - Creating and growing file systems on demand
systemd-makefs (8)   - Creating and growing file systems on demand
systemd-makefs@.service (8) - Creating and growing file systems on demand
systemd-mkswap@.service (8) - Creating and growing file systems on demand
systemd-pcrextend (8) - Measure boot phase into TPM2 PCR 11, machine ID and file system identity into PCR 15
systemd-pcrfs-root.service (8) - Measure boot phase into TPM2 PCR 11, machine ID and file system identity into PCR 15
systemd-pcrfs@.service (8) - Measure boot phase into TPM2 PCR 11, machine ID and file system identity into PCR 15
systemd-pcrlock-file-system.service (8) - Analyze and predict TPM2 PCR states and generate an access policy from the prediction
systemd-pcrmachine.service (8) - Measure boot phase into TPM2 PCR 11, machine ID and file system identity into PCR 15
systemd-pcrphase-initrd.service (8) - Measure boot phase into TPM2 PCR 11, machine ID and file system identity into PCR 15
systemd-pcrphase-sysinit.service (8) - Measure boot phase into TPM2 PCR 11, machine ID and file system identity into PCR 15
systemd-pcrphase.service (8) - Measure boot phase into TPM2 PCR 11, machine ID and file system identity into PCR 15
systemd-quotacheck (8) - File system quota checker logic
systemd-quotacheck.service (8) - File system quota checker logic
systemd-remount-fs (8) - Remount root and kernel file systems
systemd-remount-fs.service (8) - Remount root and kernel file systems
systemd-sleep.conf (5) - Suspend and hibernation configuration file
systemd-system.conf (5) - System and session service manager configuration files
systemd-tmpfiles (8) - Creates, deletes and cleans up volatile and temporary files and directories
systemd-tmpfiles-clean.service (8) - Creates, deletes and cleans up volatile and temporary files and directories
systemd-tmpfiles-clean.timer (8) - Creates, deletes and cleans up volatile and temporary files and directories
systemd-tmpfiles-setup-dev-early.service (8) - Creates, deletes and cleans up volatile and temporary files and directories
systemd-tmpfiles-setup-dev.service (8) - Creates, deletes and cleans up volatile and temporary files and directories
systemd-tmpfiles-setup.service (8) - Creates, deletes and cleans up volatile and temporary files and directories
systemd-user.conf (5) - System and session service manager configuration files
systemd-volatile-root (8) - Make the root file system volatile
systemd-volatile-root.service (8) - Make the root file system volatile
systemd-xdg-autostart-generator (8) - User unit generator for XDG autostart files
systemd.environment-generator (7) - systemd environment file generators
systemd.negative (5) - DNSSEC trust anchor configuration files
systemd.pcrlock (5)  - PCR measurement prediction files
systemd.pcrlock.d (5) - PCR measurement prediction files
systemd.positive (5) - DNSSEC trust anchor configuration files
systemd.syntax (7)   - General syntax of systemd configuration files
sysupdate.d (5)      - Transfer Definition Files for Automatic Updates
tac (1)              - concatenate and print files in reverse
tail (1)             - output the last part of files
tee (1)              - read from standard input and write to standard output and files
tempfile (1)         - create a temporary file in a safe manner
tempnam (3)          - create a name for a temporary file
test (1)             - check file types and compare values
testparm (1)         - check an smb.conf configuration file for internal correctness
thermal-conf.xml (5) - Configuration file for thermal daemon
thin_check (8)       - validates thin provisioning metadata on a device or file
thin_dump (8)        - dump thin provisioning metadata from device or file to standard output.
thin_metadata_size (8) - thin provisioning metadata device/file size calculator.
thin_restore (8)     - restore thin provisioning metadata file to device or file.
thin_rmap (8)        - output reverse map of a thin provisioned region of blocks frommetadata device or file.
tificc (1)           - little cms ICC profile applier for TIFF.
time.conf (5)        - configuration file for the pam_time module
timerfd_create (2)   - timers that notify via file descriptors
timerfd_gettime (2)  - timers that notify via file descriptors
timerfd_settime (2)  - timers that notify via file descriptors
timesyncd.conf (5)   - Network Time Synchronization configuration files
timesyncd.conf.d (5) - Network Time Synchronization configuration files
tmpfile (3)          - create a temporary file
tmpfiles.d (5)       - Configuration for creation, deletion and cleaning of volatile and temporary files
tmpfs (5)            - a virtual memory filesystem
tmpnam (3)           - create a name for a temporary file
tmpnam_r (3)         - create a name for a temporary file
tnftp (1)            - Internet file transfer program
touch (1)            - change file timestamps
trace-cmd-attach (1) - attach a guest trace.dat file to a host trace.dat file
trace-cmd-convert (1) - convert trace files
trace-cmd-dump (1)   - show a meta data from a trace file, created by trace-cmd record
trace-cmd-hist (1)   - show histogram of events in trace.dat file
trace-cmd-profile (1) - profile tasks running live
trace-cmd-split (1)  - split a trace.dat file into smaller files
trace-cmd.dat.v6 (5) - trace-cmd version 6 file format
trace-cmd.dat.v7 (5) - trace-cmd version 7 file format
tracecmd_add_ts_offset (3) - Handle time stamps from a trace file.
tracecmd_buffer_instance_handle (3) - Read tracing instances from a trace file.
tracecmd_buffer_instance_name (3) - Read tracing instances from a trace file.
tracecmd_buffer_instances (3) - Read tracing instances from a trace file.
tracecmd_close (3)   - Open and close a trace file.
tracecmd_filter_add (3) - Read events from a trace file
tracecmd_follow_event (3) - Read events from a trace file
tracecmd_follow_missed_events (3) - Read events from a trace file
tracecmd_free_record (3) - Read recorded events from a trace file.
tracecmd_get_first_ts (3) - Handle time stamps from a trace file.
tracecmd_get_guest_cpumap (3) - Manage trace session with multiple trace peers, recorded in multiple trace files.
tracecmd_get_private (3) - Open and close a trace file.
tracecmd_get_tep (3) - Read recorded events from a trace file.
tracecmd_get_traceid (3) - Manage trace session with multiple trace peers, recorded in multiple trace files.
tracecmd_get_tsc2nsec (3) - Handle time stamps from a trace file.
tracecmd_init_data (3) - Open and close a trace file.
tracecmd_iterate_events (3) - Read events from a trace file
tracecmd_iterate_events_multi (3) - Read events from a trace file
tracecmd_open (3)    - Open and close a trace file.
tracecmd_open_fd (3) - Open and close a trace file.
tracecmd_open_head (3) - Open and close a trace file.
tracecmd_read_at (3) - Read recorded events from a trace file.
tracecmd_read_cpu_first (3) - Read recorded events from a trace file.
tracecmd_read_data (3) - Read recorded events from a trace file.
tracecmd_set_private (3) - Open and close a trace file.
truncate (1)         - shrink or extend the size of a file to the specified size
truncate (2)         - truncate a file to a specified length
truncate64 (2)       - truncate a file to a specified length
ts.conf (5)          - Configuration file for tslib, controlling touch screens for embedded devices.
ts_close_restricted (3) - use a custom function for closing the touchscreen's input device file
ts_conf_get (3)      - get a pointer to struct ts_module_conf holding data from the TSLIB_CONFFILE file.
ts_conf_set (3)      - write a new TSLIB_CONFFILE config file and reload it.
ts_fd (3)            - get the file descriptor to a touchscreen device
ts_get_eventpath (3) - get the path to the currently opened touchscreen device file
ts_open_restricted (3) - use a custom function for opening the touchscreen's input device file
tty (1)              - print the file name of the terminal connected to standard input
ttyslot (3)          - find the slot of the current user's terminal in some file
tune2fs (8)          - adjust tunable file system parameters on ext2/ext3/ext4 file systems
tunefs.reiserfs (8)  - The tunning tool for the ReiserFS filesystem.
tzfile (5)           - timezone information
ubuntu-bug (1)       - file a bug report using Apport, or update an existing report
ucf (1)              - Update Configuration File: preserve user changes in configuration files
ucf.conf (5)         - site-wide configuration file for ucf
ucfr (1)             - Update Configuration File Registry: associate packages with configuration files
udisks2.conf (5)     - The udisks2 configuration file
ulckpwdf (3)         - get shadow password file entry
umask (2)            - set file mode creation mask
umount (2)           - unmount filesystem
umount (8)           - unmount filesystems
umount.udisks2 (8)   - unmount file systems that have been mounted by UDisks2
umount2 (2)          - unmount filesystem
unar (1)             - extract archive file contents
uncompress (1)       - compress or expand files
ungetwc (3)          - push back a wide character onto a FILE stream
unlink (1)           - call the unlink function to remove the specified file
unlink (2)           - delete a name and possibly the file it refers to
unlinkat (2)         - delete a name and possibly the file it refers to
unlzma (1)           - Compress or decompress .xz and .lzma files
unsquashfs (1)       - tool to uncompress, extract and list squashfs filesystems
unxz (1)             - Compress or decompress .xz and .lzma files
unzip (1)            - list, test and extract compressed files in a ZIP archive
unzstd (1)           - zstd, zstdmt, unzstd, zstdcat - Compress or decompress .zst files
update-catalog (8)   - create or update entry in SGML catalog file
update-desktop-database (1) - Build cache database of MIME types handled by desktop files
update-fonts-alias (8) - compile fonts.alias files
update-fonts-dir (8) - compile fonts.dir files
update-fonts-scale (8) - generate fonts.scale files
update-ieee-data (8) - update data files from IEEE Standards Association such as the OUI and IAB lists
update-info-dir (8)  - update or create index file from all installed info files in directory
update-initramfs.conf (5) - configuration file for update-initramfs
update-xmlcatalog (8) - maintain XML catalog files
updatedb.conf (5)    - a configuration file for updatedb(8)
updwtmp (3)          - append an entry to the wtmp file
updwtmpx (3)         - append an entry to the wtmp file
URI::file (3pm)      - URI that maps to local file names
user.conf.d (5)      - System and session service manager configuration files
userdel (8)          - delete a user account and related files
userfaultfd (2)      - create a file descriptor for handling page faults in user space
ustat (2)            - get filesystem statistics
utime (2)            - change file last access and modification times
utimensat (2)        - change file timestamps with nanosecond precision
utimes (2)           - change file last access and modification times
utmpdump (1)         - dump UTMP and WTMP files in raw format
utmpname (3)         - access utmp file entries
utmpxname (3)        - access utmp file entries
vfscanf (3)          - input FILE format conversion
vgmknodes (8)        - Create the special files for volume group devices in /dev
vigr (8)             - edit the password, group, shadow-password or shadow-group file
vimdiff (1)          - edit between two and eight versions of a file with Vim and show differences
vipw (8)             - edit the password, group, shadow-password or shadow-group file
virt-pki-validate (1) - validate libvirt PKI files are configured correctly
virt-xml-validate (1) - validate libvirt XML files against a schema
virtfs-proxy-helper (1) - QEMU 9p virtfs proxy filesystem helper
visudo (8)           - edit the sudoers file
vscanf (3)           - input FILE format conversion
wc (1)               - print newline, word, and byte counts for each file
whereis (1)          - locate the binary, source, and manual page files for a command
wordview (1)         - displays text contained in MS-Word file in X window
wpa_supplicant.conf (5) - configuration file for wpa_supplicant
write (2)            - write to a file descriptor
writeback.bt (8)     - Trace file system writeback events with details. Uses bpftrace/eBPF.
wvdial.conf (5)      - wvdial configuration file
wvdialconf (1)       - build a configuration file for wvdial (1)
WWW::RobotRules::AnyDBM_File (3pm) - Persistent RobotRules
X11::Auth (3pm)      - Perl module to read X11 authority files
X11::Protocol::Connection::FileHandle (3pm) - Perl module base class for FileHandle-based X11 connections
X11::Protocol::Connection::INETFH (3pm) - Perl module for FileHandle-based TCP/IP X11 connections
X11::Protocol::Connection::UNIXFH (3pm) - Perl module for FileHandle-based Unix-domain X11 connections
x86_64-linux-gnu-addr2line (1) - convert addresses or symbol+offset into file names and line numbers
x86_64-linux-gnu-elfedit (1) - update ELF header and program property of ELF files
x86_64-linux-gnu-gcov-dump (1) - offline gcda and gcno profile dump tool
x86_64-linux-gnu-gcov-dump-13 (1) - offline gcda and gcno profile dump tool
x86_64-linux-gnu-gcov-tool (1) - offline gcda profile processing tool
x86_64-linux-gnu-gcov-tool-13 (1) - offline gcda profile processing tool
x86_64-linux-gnu-gp-display-html (1) - Generate an HTML based directory structure to browse the profiles
x86_64-linux-gnu-gprof (1) - display call graph profile data
x86_64-linux-gnu-lto-dump (1) - Tool for dumping LTO object files
x86_64-linux-gnu-lto-dump-13 (1) - Tool for dumping LTO object files
x86_64-linux-gnu-nm (1) - list symbols from object files
x86_64-linux-gnu-objcopy (1) - copy and translate object files
x86_64-linux-gnu-objdump (1) - display information from object files
x86_64-linux-gnu-readelf (1) - display information about ELF files
x86_64-linux-gnu-size (1) - list section sizes and total size of binary files
x86_64-linux-gnu-strings (1) - print the sequences of printable characters in files
